,BuildingAddress,Location,longitude,latitude,type
6079,914 BENNETT PL,"(39.2951712, -76.63280941)",-76.63280941,39.2951712,vacant
6080,906 BENNETT PL,"(39.2951817, -76.63261166)",-76.63261166,39.2951817,vacant
6081,306 N PULASKI ST,"(39.29209438, -76.65053294)",-76.65053294,39.29209438,vacant
6082,308 N PULASKI ST,"(39.29213237, -76.65053786)",-76.65053786,39.29213237,vacant
6083,314 N PULASKI ST,"(39.29224558, -76.65054154)",-76.65054154,39.29224558,vacant
6084,316 N PULASKI ST,"(39.29228302, -76.65054605)",-76.65054605,39.29228302,vacant
6085,318 N PULASKI ST,"(39.29232129, -76.65054496)",-76.65054496,39.29232129,vacant
6086,324 N PULASKI ST,"(39.29243372, -76.65055407)",-76.65055407,39.29243372,vacant
6087,328 N PULASKI ST,"(39.29250897, -76.65055798)",-76.65055798,39.29250897,vacant
6088,330 N PULASKI ST,"(39.29254697, -76.65055709)",-76.65055709,39.29254697,vacant
6089,2106 W SARATOGA ST,"(39.29206326, -76.65090415)",-76.65090415,39.29206326,vacant
6090,2114 W SARATOGA ST,"(39.29205689, -76.65110214)",-76.65110214,39.29205689,vacant
6091,2107 W MULBERRY ST,"(39.29260197, -76.65092858)",-76.65092858,39.29260197,vacant
6092,2109 W MULBERRY ST,"(39.29260039, -76.65097771)",-76.65097771,39.29260039,vacant
6093,2113 W MULBERRY ST,"(39.29259721, -76.65107581)",-76.65107581,39.29259721,vacant
6094,2115 W MULBERRY ST,"(39.29259561, -76.65112561)",-76.65112561,39.29259561,vacant
6095,2121 W MULBERRY ST,"(39.29259083, -76.65127372)",-76.65127372,39.29259083,vacant
6096,2133 W MULBERRY ST,"(39.29258101, -76.65157985)",-76.65157985,39.29258101,vacant
6097,2038 W SARATOGA ST,"(39.2920813, -76.65009317)",-76.65009317,39.2920813,vacant
6098,2032 W SARATOGA ST,"(39.29208609, -76.64994352)",-76.64994352,39.29208609,vacant
6099,2026 W SARATOGA ST,"(39.29209087, -76.64979586)",-76.64979586,39.29209087,vacant
6100,2024 W SARATOGA ST,"(39.29209249, -76.64974608)",-76.64974608,39.29209249,vacant
6101,1931 W MULBERRY ST,"(39.29269494, -76.64809598)",-76.64809598,39.29269494,vacant
6102,1935 W MULBERRY ST,"(39.29269125, -76.64820099)",-76.64820099,39.29269125,vacant
6103,1955 W MULBERRY ST,"(39.29267315, -76.64871835)",-76.64871835,39.29267315,vacant
6104,1957 W MULBERRY ST,"(39.29267124, -76.64877393)",-76.64877393,39.29267124,vacant
6105,1914 W SARATOGA ST,"(39.29217029, -76.64798436)",-76.64798436,39.29217029,vacant
6106,1900 W SARATOGA ST,"(39.29218318, -76.64761757)",-76.64761757,39.29218318,vacant
6107,306 N MONROE ST,"(39.2922083, -76.64741207)",-76.64741207,39.2922083,vacant
6108,312 N MONROE ST,"(39.29232725, -76.64741862)",-76.64741862,39.29232725,vacant
6109,324 N MONROE ST,"(39.29256119, -76.64745754)",-76.64745754,39.29256119,vacant
6110,1828 W SARATOGA ST,"(39.29227963, -76.64632123)",-76.64632123,39.29227963,vacant
6111,1826 W SARATOGA ST,"(39.29228139, -76.64626744)",-76.64626744,39.29228139,vacant
6112,1820 W SARATOGA ST,"(39.292192, -76.6460347)",-76.6460347,39.292192,vacant
6113,1818 W SARATOGA ST,"(39.29219349, -76.6459888)",-76.6459888,39.29219349,vacant
6114,1816 W SARATOGA ST,"(39.29219503, -76.64594167)",-76.64594167,39.29219503,vacant
6115,1812 W SARATOGA ST,"(39.29219815, -76.64584687)",-76.64584687,39.29219815,vacant
6116,1810 W SARATOGA ST,"(39.2921998, -76.64579668)",-76.64579668,39.2921998,vacant
6117,1808 W SARATOGA ST,"(39.29220141, -76.6457484)",-76.6457484,39.29220141,vacant
6118,1806 W SARATOGA ST,"(39.29220291, -76.64570166)",-76.64570166,39.29220291,vacant
6119,1804 W SARATOGA ST,"(39.29220449, -76.64565453)",-76.64565453,39.29220449,vacant
6120,1802 W SARATOGA ST,"(39.29220606, -76.64560644)",-76.64560644,39.29220606,vacant
6121,306 N FULTON AVE,"(39.29231378, -76.64579852)",-76.64579852,39.29231378,vacant
6122,310 N FULTON AVE,"(39.29242138, -76.64580435)",-76.64580435,39.29242138,vacant
6123,314 N FULTON AVE,"(39.29252427, -76.64581002)",-76.64581002,39.29252427,vacant
6124,318 N FULTON AVE,"(39.29261354, -76.6458171)",-76.6458171,39.29261354,vacant
6125,320 N FULTON AVE,"(39.29265806, -76.64569225)",-76.64569225,39.29265806,vacant
6126,322 N FULTON AVE,"(39.29269968, -76.64569584)",-76.64569584,39.29269968,vacant
6127,326 N FULTON AVE,"(39.29278238, -76.6457004)",-76.6457004,39.29278238,vacant
6128,1809 W MULBERRY ST,"(39.29276474, -76.64602547)",-76.64602547,39.29276474,vacant
6129,1811 W MULBERRY ST,"(39.29276326, -76.64606804)",-76.64606804,39.29276326,vacant
6130,1815 W MULBERRY ST,"(39.29275963, -76.64621188)",-76.64621188,39.29275963,vacant
6131,1819 W MULBERRY ST,"(39.29275631, -76.64630793)",-76.64630793,39.29275631,vacant
6132,1823 W MULBERRY ST,"(39.29275295, -76.64640428)",-76.64640428,39.29275295,vacant
6133,1827 W MULBERRY ST,"(39.29274957, -76.64650169)",-76.64650169,39.29274957,vacant
6134,1831 W MULBERRY ST,"(39.29274622, -76.64659883)",-76.64659883,39.29274622,vacant
6135,1833 W MULBERRY ST,"(39.29274458, -76.64664639)",-76.64664639,39.29274458,vacant
6136,1837 W MULBERRY ST,"(39.29274114, -76.64674469)",-76.64674469,39.29274114,vacant
6137,321 N MONROE ST,"(39.29258848, -76.64691629)",-76.64691629,39.29258848,vacant
6138,319 N MONROE ST,"(39.29255022, -76.64691447)",-76.64691447,39.29255022,vacant
6139,317 N MONROE ST,"(39.29251169, -76.64691237)",-76.64691237,39.29251169,vacant
6140,300 N MOUNT ST,"(39.29219677, -76.64424414)",-76.64424414,39.29219677,vacant
6141,302 N MOUNT ST,"(39.29223673, -76.64424615)",-76.64424615,39.29223673,vacant
6142,304 N MOUNT ST,"(39.29227485, -76.64424799)",-76.64424799,39.29227485,vacant
6143,2111 W LEXINGTON ST,"(39.29024917, -76.65056866)",-76.65056866,39.29024917,vacant
6144,2115 W LEXINGTON ST,"(39.29024626, -76.65066176)",-76.65066176,39.29024626,vacant
6145,2119 W LEXINGTON ST,"(39.29024337, -76.65075408)",-76.65075408,39.29024337,vacant
6146,2129 W LEXINGTON ST,"(39.29023614, -76.65098461)",-76.65098461,39.29023614,vacant
6147,2135 W LEXINGTON ST,"(39.29023183, -76.65112228)",-76.65112228,39.29023183,vacant
6148,2137 W LEXINGTON ST,"(39.29023037, -76.65116882)",-76.65116882,39.29023037,vacant
6149,2141 W LEXINGTON ST,"(39.2902275, -76.6512607)",-76.6512607,39.2902275,vacant
6150,2143 W LEXINGTON ST,"(39.29022602, -76.65130734)",-76.65130734,39.29022602,vacant
6151,2145 W LEXINGTON ST,"(39.29022456, -76.65135434)",-76.65135434,39.29022456,vacant
6152,2147 W LEXINGTON ST,"(39.29022317, -76.65139924)",-76.65139924,39.29022317,vacant
6153,2146 VINE ST,"(39.29001727, -76.65130448)",-76.65130448,39.29001727,vacant
6154,2144 VINE ST,"(39.29001864, -76.65126223)",-76.65126223,39.29001864,vacant
6155,2142 VINE ST,"(39.29002002, -76.65121981)",-76.65121981,39.29002002,vacant
6156,2140 VINE ST,"(39.29002141, -76.6511773)",-76.6511773,39.29002141,vacant
6157,2138 VINE ST,"(39.29002278, -76.65113484)",-76.65113484,39.29002278,vacant
6158,2134 VINE ST,"(39.29002554, -76.65104977)",-76.65104977,39.29002554,vacant
6159,2132 VINE ST,"(39.29002693, -76.65100731)",-76.65100731,39.29002693,vacant
6160,2130 VINE ST,"(39.2900283, -76.65096443)",-76.65096443,39.2900283,vacant
6161,2128 VINE ST,"(39.29002966, -76.65092286)",-76.65092286,39.29002966,vacant
6162,2126 VINE ST,"(39.29003105, -76.65088042)",-76.65088042,39.29003105,vacant
6163,2122 VINE ST,"(39.29003383, -76.65079481)",-76.65079481,39.29003383,vacant
6164,2116 VINE ST,"(39.29003798, -76.65066684)",-76.65066684,39.29003798,vacant
6165,2112 VINE ST,"(39.29004075, -76.65058141)",-76.65058141,39.29004075,vacant
6166,2110 VINE ST,"(39.29004213, -76.65053897)",-76.65053897,39.29004213,vacant
6167,332 N BRUCE ST,"(39.2927404, -76.6448752)",-76.6448752,39.2927404,vacant
6168,1818 W LOMBARD ST,"(39.2863929, -76.64607441)",-76.64607441,39.2863929,vacant
6169,1808 W LOMBARD ST,"(39.28640729, -76.64575239)",-76.64575239,39.28640729,vacant
6170,1806 W LOMBARD ST,"(39.2864095, -76.64570072)",-76.64570072,39.2864095,vacant
6171,52 S FULTON AVE,"(39.28639093, -76.64537156)",-76.64537156,39.28639093,vacant
6172,50 S FULTON AVE,"(39.28643991, -76.64537558)",-76.64537558,39.28643991,vacant
6173,48 S FULTON AVE,"(39.28649018, -76.64537915)",-76.64537915,39.28649018,vacant
6174,46 S FULTON AVE,"(39.28653959, -76.64538105)",-76.64538105,39.28653959,vacant
6175,44 S FULTON AVE,"(39.2865863, -76.64545069)",-76.64545069,39.2865863,vacant
6176,42 S FULTON AVE,"(39.28663764, -76.64545156)",-76.64545156,39.28663764,vacant
6177,38 S FULTON AVE,"(39.28673542, -76.64546955)",-76.64546955,39.28673542,vacant
6178,34 S FULTON AVE,"(39.28683959, -76.64541635)",-76.64541635,39.28683959,vacant
6179,33 S ADDISON ST,"(39.28672056, -76.64582001)",-76.64582001,39.28672056,vacant
6180,1715 HOLLINS ST,"(39.28701454, -76.64430684)",-76.64430684,39.28701454,vacant
6181,1719 HOLLINS ST,"(39.28707898, -76.64445264)",-76.64445264,39.28707898,vacant
6182,1735 HOLLINS ST,"(39.28705588, -76.64497853)",-76.64497853,39.28705588,vacant
6183,45 S FULTON AVE,"(39.28662545, -76.64472581)",-76.64472581,39.28662545,vacant
6184,47 S FULTON AVE,"(39.28657165, -76.64482362)",-76.64482362,39.28657165,vacant
6185,51 S FULTON AVE,"(39.28647008, -76.64481758)",-76.64481758,39.28647008,vacant
6186,53 S FULTON AVE,"(39.28642272, -76.64481477)",-76.64481477,39.28642272,vacant
6187,28 S CALHOUN ST,"(39.28691896, -76.63975738)",-76.63975738,39.28691896,vacant
6188,1312 W LOMBARD ST,"(39.28682235, -76.63853236)",-76.63853236,39.28682235,vacant
6189,1302 W LOMBARD ST,"(39.28676667, -76.63824053)",-76.63824053,39.28676667,vacant
6190,1219 HOLLINS ST,"(39.28737329, -76.63748743)",-76.63748743,39.28737329,vacant
6191,1224 W LOMBARD ST,"(39.28676722, -76.63744645)",-76.63744645,39.28676722,vacant
6192,54 S CARROLLTON AVE,"(39.28725845, -76.63692472)",-76.63692472,39.28725845,vacant
6193,52 S CARROLLTON AVE,"(39.28729081, -76.63690349)",-76.63690349,39.28729081,vacant
6194,2108 VINE ST,"(39.29004351, -76.65049624)",-76.65049624,39.29004351,vacant
6195,2104 VINE ST,"(39.29004624, -76.65041204)",-76.65041204,39.29004624,vacant
6196,2103 VINE ST,"(39.28975548, -76.65035149)",-76.65035149,39.28975548,vacant
6197,2109 VINE ST,"(39.28975124, -76.65048015)",-76.65048015,39.28975124,vacant
6198,2115 VINE ST,"(39.28974702, -76.65060714)",-76.65060714,39.28974702,vacant
6199,2117 VINE ST,"(39.28974559, -76.65065002)",-76.65065002,39.28974559,vacant
6200,2123 VINE ST,"(39.28974137, -76.65077715)",-76.65077715,39.28974137,vacant
6201,2125 VINE ST,"(39.28974, -76.65081876)",-76.65081876,39.28974,vacant
6202,2127 VINE ST,"(39.28973858, -76.65086164)",-76.65086164,39.28973858,vacant
6203,2129 VINE ST,"(39.28973717, -76.65090374)",-76.65090374,39.28973717,vacant
6204,2131 VINE ST,"(39.28973579, -76.65094588)",-76.65094588,39.28973579,vacant
6205,2135 VINE ST,"(39.28973297, -76.65103125)",-76.65103125,39.28973297,vacant
6206,2143 VINE ST,"(39.28972726, -76.65120296)",-76.65120296,39.28972726,vacant
6207,2145 VINE ST,"(39.28972581, -76.65124598)",-76.65124598,39.28972581,vacant
6208,2147 VINE ST,"(39.28972447, -76.65128716)",-76.65128716,39.28972447,vacant
6209,2149 VINE ST,"(39.28972309, -76.65132858)",-76.65132858,39.28972309,vacant
6210,2108 W FAYETTE ST,"(39.28954227, -76.65048594)",-76.65048594,39.28954227,vacant
6211,2106 W FAYETTE ST,"(39.28954382, -76.65043966)",-76.65043966,39.28954382,vacant
6212,2010 W FAYETTE ST,"(39.28959546, -76.64916412)",-76.64916412,39.28959546,vacant
6213,2030 W FAYETTE ST,"(39.28957804, -76.64969333)",-76.64969333,39.28957804,vacant
6214,2040 W FAYETTE ST,"(39.28952997, -76.64994144)",-76.64994144,39.28952997,vacant
6215,2042 W FAYETTE ST,"(39.28958386, -76.6499904)",-76.6499904,39.28958386,vacant
6216,101 N PULASKI ST,"(39.28973303, -76.64990721)",-76.64990721,39.28973303,vacant
6217,107 N PULASKI ST,"(39.28984082, -76.64991275)",-76.64991275,39.28984082,vacant
6218,111 N PULASKI ST,"(39.28991219, -76.64991638)",-76.64991638,39.28991219,vacant
6219,2023 W LEXINGTON ST,"(39.2902714, -76.64979081)",-76.64979081,39.2902714,vacant
6220,2019 W LEXINGTON ST,"(39.29027484, -76.64969348)",-76.64969348,39.29027484,vacant
6221,2005 W LEXINGTON ST,"(39.29028693, -76.64935441)",-76.64935441,39.29028693,vacant
6222,118 N PAYSON ST,"(39.29015751, -76.64904284)",-76.64904284,39.29015751,vacant
6223,112 N PAYSON ST,"(39.29004441, -76.64903766)",-76.64903766,39.29004441,vacant
6224,1913 W LEXINGTON ST,"(39.29031493, -76.64749069)",-76.64749069,39.29031493,vacant
6225,1947 W LEXINGTON ST,"(39.29028862, -76.648313)",-76.648313,39.29028862,vacant
6226,1949 W LEXINGTON ST,"(39.29028704, -76.64836117)",-76.64836117,39.29028704,vacant
6227,308 N GILMOR ST,"(39.2924304, -76.6428565)",-76.6428565,39.2924304,vacant
6228,310 N GILMOR ST,"(39.29247703, -76.64285897)",-76.64285897,39.29247703,vacant
6229,320 N GILMOR ST,"(39.29277642, -76.64288218)",-76.64288218,39.29277642,vacant
6230,322 N GILMOR ST,"(39.29281302, -76.64288413)",-76.64288413,39.29281302,vacant
6231,324 N GILMOR ST,"(39.29285049, -76.64288616)",-76.64288616,39.29285049,vacant
6232,328 N GILMOR ST,"(39.29292397, -76.64289013)",-76.64289013,39.29292397,vacant
6233,1601 W MULBERRY ST,"(39.29295986, -76.64289144)",-76.64289144,39.29295986,vacant
6234,1603 W MULBERRY ST,"(39.29286299, -76.64307071)",-76.64307071,39.29286299,vacant
6235,1605 W MULBERRY ST,"(39.29286148, -76.64311926)",-76.64311926,39.29286148,vacant
6236,1609 W MULBERRY ST,"(39.2928583, -76.64321972)",-76.64321972,39.2928583,vacant
6237,323 N MOUNT ST,"(39.29267398, -76.64374929)",-76.64374929,39.29267398,vacant
6238,1626 W SARATOGA ST,"(39.29228277, -76.64358738)",-76.64358738,39.29228277,vacant
6239,1624 W SARATOGA ST,"(39.29228431, -76.64353949)",-76.64353949,39.29228431,vacant
6240,1620 W SARATOGA ST,"(39.29228724, -76.64344727)",-76.64344727,39.29228724,vacant
6241,1616 W SARATOGA ST,"(39.29229017, -76.64335433)",-76.64335433,39.29229017,vacant
6242,1610 W SARATOGA ST,"(39.29237152, -76.64320408)",-76.64320408,39.29237152,vacant
6243,311 N GILMOR ST,"(39.29248504, -76.64231078)",-76.64231078,39.29248504,vacant
6244,319 N GILMOR ST,"(39.29266245, -76.64231877)",-76.64231877,39.29266245,vacant
6245,325 N GILMOR ST,"(39.29279254, -76.64234669)",-76.64234669,39.29279254,vacant
6246,327 N GILMOR ST,"(39.29283678, -76.6423487)",-76.6423487,39.29283678,vacant
6247,1509 W MULBERRY ST,"(39.29288787, -76.64185438)",-76.64185438,39.29288787,vacant
6248,1507 W MULBERRY ST,"(39.29288947, -76.64179567)",-76.64179567,39.29288947,vacant
6249,324 N STRICKER ST,"(39.29281749, -76.64146588)",-76.64146588,39.29281749,vacant
6250,322 N STRICKER ST,"(39.2927727, -76.64146361)",-76.64146361,39.2927727,vacant
6251,320 N STRICKER ST,"(39.29272452, -76.64146812)",-76.64146812,39.29272452,vacant
6252,318 N STRICKER ST,"(39.29267468, -76.64146574)",-76.64146574,39.29267468,vacant
6253,306 N STRICKER ST,"(39.29237949, -76.64143851)",-76.64143851,39.29237949,vacant
6254,304 N STRICKER ST,"(39.29233645, -76.64143635)",-76.64143635,39.29233645,vacant
6255,302 N STRICKER ST,"(39.29229224, -76.64142884)",-76.64142884,39.29229224,vacant
6256,303 N STRICKER ST,"(39.29232557, -76.64088958)",-76.64088958,39.29232557,vacant
6257,307 N STRICKER ST,"(39.29240146, -76.64089388)",-76.64089388,39.29240146,vacant
6258,313 N STRICKER ST,"(39.29250663, -76.64089993)",-76.64089993,39.29250663,vacant
6259,327 N STRICKER ST,"(39.29275964, -76.6409143)",-76.6409143,39.29275964,vacant
6260,1425 W MULBERRY ST,"(39.29291484, -76.64068004)",-76.64068004,39.29291484,vacant
6261,1415 W MULBERRY ST,"(39.29292485, -76.64038597)",-76.64038597,39.29292485,vacant
6262,306 N CAREY ST,"(39.2925373, -76.63864124)",-76.63864124,39.2925373,vacant
6263,308 N CAREY ST,"(39.29259268, -76.63864413)",-76.63864413,39.29259268,vacant
6264,310 N CAREY ST,"(39.29264638, -76.63864706)",-76.63864706,39.29264638,vacant
6265,312 N CAREY ST,"(39.29270144, -76.63864993)",-76.63864993,39.29270144,vacant
6266,314 N CAREY ST,"(39.29275656, -76.63865288)",-76.63865288,39.29275656,vacant
6267,316 N CAREY ST,"(39.29281394, -76.6386559)",-76.6386559,39.29281394,vacant
6268,326 N CAREY ST,"(39.29308846, -76.63867141)",-76.63867141,39.29308846,vacant
6269,325 N CALHOUN ST,"(39.29282291, -76.63949665)",-76.63949665,39.29282291,vacant
6270,313 N CALHOUN ST,"(39.29257682, -76.63948419)",-76.63948419,39.29257682,vacant
6271,1314 W SARATOGA ST,"(39.29245628, -76.63924113)",-76.63924113,39.29245628,vacant
6272,1312 W SARATOGA ST,"(39.29246065, -76.63919011)",-76.63919011,39.29246065,vacant
6273,1304 W SARATOGA ST,"(39.29246747, -76.63898838)",-76.63898838,39.29246747,vacant
6274,327 N CAREY ST,"(39.29305871, -76.6380894)",-76.6380894,39.29305871,vacant
6275,321 N CAREY ST,"(39.29290214, -76.63808005)",-76.63808005,39.29290214,vacant
6276,305 N CAREY ST,"(39.29249547, -76.63805596)",-76.63805596,39.29249547,vacant
6277,300 N CARROLLTON AVE,"(39.29244397, -76.63722835)",-76.63722835,39.29244397,vacant
6278,310 N CARROLLTON AVE,"(39.29261912, -76.6372358)",-76.6372358,39.29261912,vacant
6279,334 N CARROLLTON AVE,"(39.29307109, -76.63722711)",-76.63722711,39.29307109,vacant
6280,336 N CARROLLTON AVE,"(39.29311135, -76.63722913)",-76.63722913,39.29311135,vacant
6281,1207 W MULBERRY ST,"(39.29301586, -76.63758819)",-76.63758819,39.29301586,vacant
6282,1211 W MULBERRY ST,"(39.29301218, -76.63769303)",-76.63769303,39.29301218,vacant
6283,1104 W SARATOGA ST,"(39.29255177, -76.63572907)",-76.63572907,39.29255177,vacant
6284,1106 W SARATOGA ST,"(39.29254976, -76.6357759)",-76.6357759,39.29254976,vacant
6285,1124 W SARATOGA ST,"(39.29250621, -76.63629801)",-76.63629801,39.29250621,vacant
6286,1130 W SARATOGA ST,"(39.29250107, -76.63640609)",-76.63640609,39.29250107,vacant
6287,305 N CARROLLTON AVE,"(39.29253273, -76.63667784)",-76.63667784,39.29253273,vacant
6288,1102 SARAH ANN ST,"(39.29291686, -76.63599289)",-76.63599289,39.29291686,vacant
6289,1042 W SARATOGA ST,"(39.29258758, -76.63510679)",-76.63510679,39.29258758,vacant
6290,1040 W SARATOGA ST,"(39.29258861, -76.63506205)",-76.63506205,39.29258861,vacant
6291,1038 W SARATOGA ST,"(39.29259048, -76.63502035)",-76.63502035,39.29259048,vacant
6292,1036 W SARATOGA ST,"(39.29259206, -76.63498066)",-76.63498066,39.29259206,vacant
6293,1034 W SARATOGA ST,"(39.29259383, -76.63493734)",-76.63493734,39.29259383,vacant
6294,1032 W SARATOGA ST,"(39.29259557, -76.63489227)",-76.63489227,39.29259557,vacant
6295,1030 W SARATOGA ST,"(39.29259748, -76.63485037)",-76.63485037,39.29259748,vacant
6296,1028 W SARATOGA ST,"(39.29259893, -76.63480998)",-76.63480998,39.29259893,vacant
6297,324 N SCHROEDER ST,"(39.29317427, -76.63425501)",-76.63425501,39.29317427,vacant
6298,326 N SCHROEDER ST,"(39.29321164, -76.63425749)",-76.63425749,39.29321164,vacant
6299,1034 SARAH ANN ST,"(39.29296099, -76.6350779)",-76.6350779,39.29296099,vacant
6300,1036 SARAH ANN ST,"(39.29295968, -76.63511537)",-76.63511537,39.29295968,vacant
6301,1038 SARAH ANN ST,"(39.29295858, -76.63515867)",-76.63515867,39.29295858,vacant
6302,2211 W SARATOGA ST,"(39.29160703, -76.65207598)",-76.65207598,39.29160703,vacant
6303,2216 W LEXINGTON ST,"(39.29061223, -76.65226)",-76.65226,39.29061223,vacant
6304,2230 PENROSE AVE,"(39.29128764, -76.65255042)",-76.65255042,39.29128764,vacant
6305,2215 W SARATOGA ST,"(39.29160332, -76.65218207)",-76.65218207,39.29160332,vacant
6306,2101 W SARATOGA ST,"(39.29165791, -76.65040793)",-76.65040793,39.29165791,vacant
6307,2115 W SARATOGA ST,"(39.29164665, -76.65074772)",-76.65074772,39.29164665,vacant
6308,2100 PENROSE AVE,"(39.29135614, -76.65039156)",-76.65039156,39.29135614,vacant
6309,2112 PENROSE AVE,"(39.29134653, -76.65068155)",-76.65068155,39.29134653,vacant
6310,2131 PENROSE AVE,"(39.29095333, -76.65109978)",-76.65109978,39.29095333,vacant
6311,2112 W LEXINGTON ST,"(39.29066463, -76.65064407)",-76.65064407,39.29066463,vacant
6312,2130 W LEXINGTON ST,"(39.29065155, -76.65108489)",-76.65108489,39.29065155,vacant
6313,2001 W SARATOGA ST,"(39.29169902, -76.64932958)",-76.64932958,39.29169902,vacant
6314,2009 W SARATOGA ST,"(39.29169286, -76.64952839)",-76.64952839,39.29169286,vacant
6315,2021 W SARATOGA ST,"(39.29168352, -76.64982525)",-76.64982525,39.29168352,vacant
6316,2024 W LEXINGTON ST,"(39.29070014, -76.64971006)",-76.64971006,39.29070014,vacant
6317,2010 W LEXINGTON ST,"(39.29070726, -76.64948893)",-76.64948893,39.29070726,vacant
6318,2002 W LEXINGTON ST,"(39.29071422, -76.64927591)",-76.64927591,39.29071422,vacant
6319,204 N PAYSON ST,"(39.29068226, -76.64907111)",-76.64907111,39.29068226,vacant
6320,206 N PAYSON ST,"(39.29072098, -76.64907325)",-76.64907325,39.29072098,vacant
6321,222 N PAYSON ST,"(39.29104202, -76.64909103)",-76.64909103,39.29104202,vacant
6322,248 N PAYSON ST,"(39.29174234, -76.64912975)",-76.64912975,39.29174234,vacant
6323,252 N PAYSON ST,"(39.291824, -76.64913475)",-76.64913475,39.291824,vacant
6324,2024 PENROSE AVE,"(39.29137798, -76.64990817)",-76.64990817,39.29137798,vacant
6325,2032 PENROSE AVE,"(39.29137164, -76.65010898)",-76.65010898,39.29137164,vacant
6326,2015 PENROSE AVE,"(39.29100461, -76.64964125)",-76.64964125,39.29100461,vacant
6327,1918 W LEXINGTON ST,"(39.29075612, -76.64798972)",-76.64798972,39.29075612,vacant
6328,1946 W LEXINGTON ST,"(39.29073173, -76.64867963)",-76.64867963,39.29073173,vacant
6329,1947 PENROSE AVE,"(39.29102664, -76.64869411)",-76.64869411,39.29102664,vacant
6330,1945 PENROSE AVE,"(39.29102852, -76.64864484)",-76.64864484,39.29102852,vacant
6331,1937 PENROSE AVE,"(39.29103601, -76.64844719)",-76.64844719,39.29103601,vacant
6332,1927 PENROSE AVE,"(39.29104466, -76.64820241)",-76.64820241,39.29104466,vacant
6333,1923 PENROSE AVE,"(39.29104786, -76.64810384)",-76.64810384,39.29104786,vacant
6334,1917 PENROSE AVE,"(39.29105257, -76.6479582)",-76.6479582,39.29105257,vacant
6335,1900 PENROSE AVE,"(39.29146328, -76.64758406)",-76.64758406,39.29146328,vacant
6336,1906 PENROSE AVE,"(39.29145836, -76.64773325)",-76.64773325,39.29145836,vacant
6337,1916 PENROSE AVE,"(39.29145028, -76.64797843)",-76.64797843,39.29145028,vacant
6338,1920 PENROSE AVE,"(39.29144704, -76.64807714)",-76.64807714,39.29144704,vacant
6339,1924 PENROSE AVE,"(39.29144377, -76.64817556)",-76.64817556,39.29144377,vacant
6340,1940 PENROSE AVE,"(39.29142907, -76.64856661)",-76.64856661,39.29142907,vacant
6341,1905 W SARATOGA ST,"(39.29175569, -76.64770143)",-76.64770143,39.29175569,vacant
6342,1901 W SARATOGA ST,"(39.29175902, -76.64760095)",-76.64760095,39.29175902,vacant
6343,252 N MONROE ST,"(39.29188346, -76.64739604)",-76.64739604,39.29188346,vacant
6344,246 N MONROE ST,"(39.29176647, -76.64738976)",-76.64738976,39.29176647,vacant
6345,242 N MONROE ST,"(39.29168869, -76.64738555)",-76.64738555,39.29168869,vacant
6346,238 N MONROE ST,"(39.29156704, -76.64737926)",-76.64737926,39.29156704,vacant
6347,232 N MONROE ST,"(39.29145118, -76.64737298)",-76.64737298,39.29145118,vacant
6348,230 N MONROE ST,"(39.2914129, -76.64737092)",-76.64737092,39.2914129,vacant
6349,222 N MONROE ST,"(39.29108971, -76.64735228)",-76.64735228,39.29108971,vacant
6350,216 N MONROE ST,"(39.29097301, -76.6473459)",-76.6473459,39.29097301,vacant
6351,1808 W LEXINGTON ST,"(39.29081409, -76.64606248)",-76.64606248,39.29081409,vacant
6352,1810 W LEXINGTON ST,"(39.29081214, -76.64611673)",-76.64611673,39.29081214,vacant
6353,1824 W LEXINGTON ST,"(39.29079892, -76.64649026)",-76.64649026,39.29079892,vacant
6354,1828 W LEXINGTON ST,"(39.29079505, -76.64659912)",-76.64659912,39.29079505,vacant
6355,203 N MONROE ST,"(39.29072257, -76.64680703)",-76.64680703,39.29072257,vacant
6356,223 N MONROE ST,"(39.29110815, -76.64682809)",-76.64682809,39.29110815,vacant
6357,225 N MONROE ST,"(39.29114648, -76.6468302)",-76.6468302,39.29114648,vacant
6358,233 N MONROE ST,"(39.29147225, -76.64684497)",-76.64684497,39.29147225,vacant
6359,1827 W SARATOGA ST,"(39.29179333, -76.6465496)",-76.6465496,39.29179333,vacant
6360,1819 W SARATOGA ST,"(39.29179987, -76.64635195)",-76.64635195,39.29179987,vacant
6361,250 N FULTON AVE,"(39.29190015, -76.64567294)",-76.64567294,39.29190015,vacant
6362,242 N FULTON AVE,"(39.29173486, -76.64566389)",-76.64566389,39.29173486,vacant
6363,240 N FULTON AVE,"(39.29169344, -76.64566166)",-76.64566166,39.29169344,vacant
6364,238 N FULTON AVE,"(39.29165247, -76.64565939)",-76.64565939,39.29165247,vacant
6365,236 N FULTON AVE,"(39.29161205, -76.6456572)",-76.6456572,39.29161205,vacant
6366,226 N FULTON AVE,"(39.29122713, -76.64564075)",-76.64564075,39.29122713,vacant
6367,224 N FULTON AVE,"(39.29118609, -76.64563851)",-76.64563851,39.29118609,vacant
6368,220 N FULTON AVE,"(39.29110862, -76.6456343)",-76.6456343,39.29110862,vacant
6369,218 N FULTON AVE,"(39.29106998, -76.64563219)",-76.64563219,39.29106998,vacant
6370,216 N FULTON AVE,"(39.29103199, -76.6456301)",-76.6456301,39.29103199,vacant
