,BuildingAddress,Location,longitude,latitude,type
4223,5514 GWYNN OAK AVE,"(39.32861419, -76.70873332)",-76.70873332,39.32861419,vacant
4224,5616 STONINGTON AVE,"(39.33049525, -76.71025836)",-76.71025836,39.33049525,vacant
4225,3504 MARMON AVE,"(39.33340332, -76.70360068)",-76.70360068,39.33340332,vacant
4226,5102 CURTIS AVE,"(39.2203151, -76.58665295)",-76.58665295,39.2203151,vacant
4227,1625 CEDDOX ST,"(39.22100035, -76.58718578)",-76.58718578,39.22100035,vacant
4228,1631 CEDDOX ST,"(39.22100801, -76.58705747)",-76.58705747,39.22100801,vacant
4229,4900 CURTIS AVE,"(39.22215559, -76.58679532)",-76.58679532,39.22215559,vacant
4230,4914 CURTIS AVE,"(39.22184911, -76.58676824)",-76.58676824,39.22184911,vacant
4231,1642 CEDDOX ST,"(39.22145311, -76.58670283)",-76.58670283,39.22145311,vacant
4232,1627 CEREAL ST,"(39.22166401, -76.58698969)",-76.58698969,39.22166401,vacant
4233,4904 PENNINGTON AVE,"(39.22201008, -76.58844445)",-76.58844445,39.22201008,vacant
4234,4916 PENNINGTON AVE,"(39.22177631, -76.58841786)",-76.58841786,39.22177631,vacant
4235,1622 PLUM ST,"(39.22863323, -76.58755891)",-76.58755891,39.22863323,vacant
4236,4025 PENNINGTON AVE,"(39.22850537, -76.58850024)",-76.58850024,39.22850537,vacant
4237,4027 PENNINGTON AVE,"(39.2284643, -76.58849648)",-76.58849648,39.2284643,vacant
4238,1615 SPRUCE ST,"(39.22970961, -76.58791888)",-76.58791888,39.22970961,vacant
4239,1946 HOLLINS FERRY ROAD,"(39.26891664, -76.64724606)",-76.64724606,39.26891664,vacant
4240,2001 HOLLINS FERRY ROAD,"(39.26870786, -76.64657356)",-76.64657356,39.26870786,vacant
4241,2212 W HAMBURG ST,"(39.26900326, -76.64430075)",-76.64430075,39.26900326,vacant
4242,2121 WICOMICO ST,"(39.26863314, -76.64133564)",-76.64133564,39.26863314,vacant
4243,2609 FOERSTER AVE,"(39.25963802, -76.6421494)",-76.6421494,39.25963802,vacant
4244,2649 MARBOURNE AVE,"(39.25293084, -76.64453555)",-76.64453555,39.25293084,vacant
4245,2631 HOLLINS FERRY ROAD,"(39.25876468, -76.64350396)",-76.64350396,39.25876468,vacant
4246,2735 WEGWORTH LANE,"(39.25419031, -76.64248224)",-76.64248224,39.25419031,vacant
4247,2633 NORTHSHIRE DR,"(39.2570891, -76.64315749)",-76.64315749,39.2570891,vacant
4248,2821 EASTSHIRE DR,"(39.25549918, -76.64244667)",-76.64244667,39.25549918,vacant
4249,2517 HURON ST,"(39.26166715, -76.6438946)",-76.6438946,39.26166715,vacant
4250,1903 GRINNALDS AVE,"(39.26724442, -76.6509569)",-76.6509569,39.26724442,vacant
4251,2047 GRIFFIS AVE,"(39.26652606, -76.64862171)",-76.64862171,39.26652606,vacant
4252,2017 GRINNALDS AVE,"(39.26642365, -76.64980202)",-76.64980202,39.26642365,vacant
4253,2437 WASHINGTON BLVD,"(39.26718777, -76.65149086)",-76.65149086,39.26718777,vacant
4254,1502 DESOTO ROAD,"(39.26723144, -76.65860463)",-76.65860463,39.26723144,vacant
4255,5402 WABASH AVE,"(39.34247544, -76.6920358)",-76.6920358,39.34247544,vacant
4256,4103 N ROGERS AVE,"(39.33966859, -76.6978882)",-76.6978882,39.33966859,vacant
4257,4410 BELVIEU AVE,"(39.33999628, -76.6950269)",-76.6950269,39.33999628,vacant
4258,2521 WASHINGTON BLVD,"(39.26630612, -76.65249017)",-76.65249017,39.26630612,vacant
4259,2032 GRINNALDS AVE,"(39.26587372, -76.64981721)",-76.64981721,39.26587372,vacant
4260,2056 GRINNALDS AVE,"(39.26555298, -76.64936293)",-76.64936293,39.26555298,vacant
4261,2030 WHISTLER AVE,"(39.26487559, -76.65105711)",-76.65105711,39.26487559,vacant
4262,2534 TOLLEY ST,"(39.26422387, -76.65107431)",-76.65107431,39.26422387,vacant
4263,1958 SPONSON ST,"(39.26331057, -76.6525159)",-76.6525159,39.26331057,vacant
4264,2617 WASHINGTON BLVD,"(39.26496587, -76.65372914)",-76.65372914,39.26496587,vacant
4265,2359 WASHINGTON BLVD,"(39.26857429, -76.64998114)",-76.64998114,39.26857429,vacant
4266,2357 WASHINGTON BLVD,"(39.26860439, -76.64995016)",-76.64995016,39.26860439,vacant
4267,2355 WASHINGTON BLVD,"(39.26863133, -76.64991332)",-76.64991332,39.26863133,vacant
4268,2345 WASHINGTON BLVD,"(39.26880065, -76.64967421)",-76.64967421,39.26880065,vacant
4269,1910 SOMERWORTH ST,"(39.26835566, -76.64928407)",-76.64928407,39.26835566,vacant
4270,2231 WICOMICO ST,"(39.26721731, -76.64526371)",-76.64526371,39.26721731,vacant
4271,2027 HOLLINS FERRY ROAD,"(39.26804077, -76.64569735)",-76.64569735,39.26804077,vacant
4272,2214 WICOMICO ST,"(39.26760288, -76.6447647)",-76.6447647,39.26760288,vacant
4273,4630 COLEHERNE ROAD,"(39.29511695, -76.69552191)",-76.69552191,39.29511695,vacant
4274,1300 WALNUT AVE,"(39.29793919, -76.69383252)",-76.69383252,39.29793919,vacant
4275,5201 N FRANKLINTOWN ROAD,"(39.30315021, -76.71091145)",-76.71091145,39.30315021,vacant
4276,1102 WALNUT AVE,"(39.29667159, -76.69206526)",-76.69206526,39.29667159,vacant
4277,5509 KENNISON AVE,"(39.34233125, -76.6967522)",-76.6967522,39.34233125,vacant
4278,5517 KENNISON AVE,"(39.34232403, -76.69759305)",-76.69759305,39.34232403,vacant
4279,534 S BEECHFIELD AVE,"(39.27562606, -76.694811)",-76.694811,39.27562606,vacant
4280,4709 FREDERICK AVE,"(39.28113309, -76.694238)",-76.694238,39.28113309,vacant
4281,5115 FREDERICK AVE,"(39.28091739, -76.69965742)",-76.69965742,39.28091739,vacant
4282,5516 GROVELAND AVE,"(39.34101315, -76.69952107)",-76.69952107,39.34101315,vacant
4283,3614 HOWARD PARK AVE,"(39.33394568, -76.69803461)",-76.69803461,39.33394568,vacant
4284,4000 ELDORADO AVE,"(39.33404841, -76.68965373)",-76.68965373,39.33404841,vacant
4285,4309 RIDGEWOOD AVE,"(39.33633626, -76.69254081)",-76.69254081,39.33633626,vacant
4286,3800 GWYNN OAK AVE,"(39.33518216, -76.69421888)",-76.69421888,39.33518216,vacant
4287,4000 GWYNN OAK AVE,"(39.33677405, -76.69333266)",-76.69333266,39.33677405,vacant
4288,3714 WOODBINE AVE,"(39.33500876, -76.69594812)",-76.69594812,39.33500876,vacant
4289,4906 HADDON AVE,"(39.33441695, -76.69804328)",-76.69804328,39.33441695,vacant
4290,3719 WOODBINE AVE,"(39.33462272, -76.69524927)",-76.69524927,39.33462272,vacant
4291,3619 N ROGERS AVE,"(39.33545539, -76.70337587)",-76.70337587,39.33545539,vacant
4292,2911 SILVER HILL AVE,"(39.3282696, -76.71090944)",-76.71090944,39.3282696,vacant
4293,2919 SILVER HILL AVE,"(39.32861394, -76.71035871)",-76.71035871,39.32861394,vacant
4294,1820 N MONROE ST,"(39.30925698, -76.64839566)",-76.64839566,39.30925698,vacant
4295,1831 N MOUNT ST,"(39.30956547, -76.64471506)",-76.64471506,39.30956547,vacant
4296,1800 N PAYSON ST,"(39.30882778, -76.65009692)",-76.65009692,39.30882778,vacant
4297,2008 WESTWOOD AVE,"(39.30890951, -76.65050027)",-76.65050027,39.30890951,vacant
4298,2010 WESTWOOD AVE,"(39.3089078, -76.65054943)",-76.65054943,39.3089078,vacant
4299,1807 N PULASKI ST,"(39.30891011, -76.6510026)",-76.6510026,39.30891011,vacant
4300,1811 N PULASKI ST,"(39.30898686, -76.65100691)",-76.65100691,39.30898686,vacant
4301,1813 N PULASKI ST,"(39.30902509, -76.65100906)",-76.65100906,39.30902509,vacant
4302,1819 N PULASKI ST,"(39.3091383, -76.65101541)",-76.65101541,39.3091383,vacant
4303,1825 N PULASKI ST,"(39.3092531, -76.6510226)",-76.6510226,39.3092531,vacant
4304,1802 N MONROE ST,"(39.30892564, -76.64837658)",-76.64837658,39.30892564,vacant
4305,1818 N MONROE ST,"(39.30921984, -76.64839357)",-76.64839357,39.30921984,vacant
4306,1824 N MONROE ST,"(39.30933035, -76.6483999)",-76.6483999,39.30933035,vacant
4307,1901 W NORTH AVE,"(39.30953616, -76.6482863)",-76.6482863,39.30953616,vacant
4308,1903 W NORTH AVE,"(39.30953365, -76.64833767)",-76.64833767,39.30953365,vacant
4309,1905 W NORTH AVE,"(39.3095312, -76.6483857)",-76.6483857,39.3095312,vacant
4310,1907 W NORTH AVE,"(39.30952858, -76.64843751)",-76.64843751,39.30952858,vacant
4311,1917 W NORTH AVE,"(39.30951592, -76.64868639)",-76.64868639,39.30951592,vacant
4312,1919 W NORTH AVE,"(39.30951351, -76.64873324)",-76.64873324,39.30951351,vacant
4313,1921 W NORTH AVE,"(39.30951634, -76.64878138)",-76.64878138,39.30951634,vacant
4314,1923 W NORTH AVE,"(39.30950836, -76.6488286)",-76.6488286,39.30950836,vacant
4315,1931 W NORTH AVE,"(39.30949028, -76.64918956)",-76.64918956,39.30949028,vacant
4316,1937 W NORTH AVE,"(39.30948269, -76.64933806)",-76.64933806,39.30948269,vacant
4317,1943 W NORTH AVE,"(39.3094751, -76.64948699)",-76.64948699,39.3094751,vacant
4318,1945 W NORTH AVE,"(39.30947261, -76.64953589)",-76.64953589,39.30947261,vacant
4319,1947 W NORTH AVE,"(39.30947009, -76.64958516)",-76.64958516,39.30947009,vacant
4320,1949 W NORTH AVE,"(39.30946762, -76.64963362)",-76.64963362,39.30946762,vacant
4321,1825 N PAYSON ST,"(39.30930496, -76.64960009)",-76.64960009,39.30930496,vacant
4322,1821 N PAYSON ST,"(39.30922834, -76.64959474)",-76.64959474,39.30922834,vacant
4323,1819 N PAYSON ST,"(39.30918986, -76.64959636)",-76.64959636,39.30918986,vacant
4324,1817 N PAYSON ST,"(39.30915197, -76.649587)",-76.649587,39.30915197,vacant
4325,1809 N PAYSON ST,"(39.30900158, -76.64958242)",-76.64958242,39.30900158,vacant
4326,1806 APPLETON ST,"(39.30896761, -76.64923483)",-76.64923483,39.30896761,vacant
4327,1810 APPLETON ST,"(39.30903807, -76.6492388)",-76.6492388,39.30903807,vacant
4328,1820 APPLETON ST,"(39.3092149, -76.64924871)",-76.64924871,39.3092149,vacant
4329,1802 N FULTON AVE,"(39.30898886, -76.64671669)",-76.64671669,39.30898886,vacant
4330,1818 N FULTON AVE,"(39.3093032, -76.64690435)",-76.64690435,39.3093032,vacant
4331,1820 N FULTON AVE,"(39.30934412, -76.64689818)",-76.64689818,39.30934412,vacant
4332,1822 N FULTON AVE,"(39.30938388, -76.6469046)",-76.6469046,39.30938388,vacant
4333,1826 N FULTON AVE,"(39.30946968, -76.64674564)",-76.64674564,39.30946968,vacant
4334,1807 W NORTH AVE,"(39.30962804, -76.64676522)",-76.64676522,39.30962804,vacant
4335,1809 W NORTH AVE,"(39.30962577, -76.6468157)",-76.6468157,39.30962577,vacant
4336,1811 W NORTH AVE,"(39.30962334, -76.64686611)",-76.64686611,39.30962334,vacant
4337,1821 W NORTH AVE,"(39.30961495, -76.64711688)",-76.64711688,39.30961495,vacant
4338,1827 W NORTH AVE,"(39.30958463, -76.64733631)",-76.64733631,39.30958463,vacant
4339,1831 W NORTH AVE,"(39.30957772, -76.64743888)",-76.64743888,39.30957772,vacant
4340,1833 W NORTH AVE,"(39.30957775, -76.64748932)",-76.64748932,39.30957775,vacant
4341,1835 W NORTH AVE,"(39.30957237, -76.64754038)",-76.64754038,39.30957237,vacant
4342,1837 W NORTH AVE,"(39.30957058, -76.64758941)",-76.64758941,39.30957058,vacant
4343,1851 W NORTH AVE,"(39.30954764, -76.64795046)",-76.64795046,39.30954764,vacant
4344,1853 W NORTH AVE,"(39.30954583, -76.64800212)",-76.64800212,39.30954583,vacant
4345,1827 N MONROE ST,"(39.30938256, -76.64785843)",-76.64785843,39.30938256,vacant
4346,1823 N MONROE ST,"(39.30930526, -76.64785727)",-76.64785727,39.30930526,vacant
4347,1821 N MONROE ST,"(39.30926741, -76.6478526)",-76.6478526,39.30926741,vacant
4348,1817 N MONROE ST,"(39.30918991, -76.6478481)",-76.6478481,39.30918991,vacant
4349,1832 WESTWOOD AVE,"(39.30903364, -76.64750305)",-76.64750305,39.30903364,vacant
4350,1827 MCKEAN AVE,"(39.30943709, -76.6470842)",-76.6470842,39.30943709,vacant
4351,1811 N FULTON AVE,"(39.30917385, -76.64606069)",-76.64606069,39.30917385,vacant
4352,1815 N FULTON AVE,"(39.30925954, -76.64595127)",-76.64595127,39.30925954,vacant
4353,1821 N FULTON AVE,"(39.30938101, -76.64596069)",-76.64596069,39.30938101,vacant
4354,1823 N FULTON AVE,"(39.30942069, -76.64596302)",-76.64596302,39.30942069,vacant
4355,1731 W NORTH AVE,"(39.30966641, -76.64594607)",-76.64594607,39.30966641,vacant
4356,1723 W NORTH AVE,"(39.3096761, -76.6457407)",-76.6457407,39.3096761,vacant
4357,1719 W NORTH AVE,"(39.30968342, -76.64557133)",-76.64557133,39.30968342,vacant
4358,1715 W NORTH AVE,"(39.30968689, -76.64547111)",-76.64547111,39.30968689,vacant
4359,1713 W NORTH AVE,"(39.30969241, -76.64542203)",-76.64542203,39.30969241,vacant
4360,1711 W NORTH AVE,"(39.3096909, -76.64537141)",-76.64537141,39.3096909,vacant
4361,1828 N MOUNT ST,"(39.3095378, -76.64536277)",-76.64536277,39.3095378,vacant
4362,1826 N MOUNT ST,"(39.30949931, -76.64536295)",-76.64536295,39.30949931,vacant
4363,1824 N MOUNT ST,"(39.30946172, -76.64535657)",-76.64535657,39.30946172,vacant
4364,1702 WESTWOOD AVE,"(39.30907695, -76.64544587)",-76.64544587,39.30907695,vacant
4365,1704 WESTWOOD AVE,"(39.30907357, -76.64549411)",-76.64549411,39.30907357,vacant
4366,1706 WESTWOOD AVE,"(39.30907284, -76.64554065)",-76.64554065,39.30907284,vacant
4367,1645 W NORTH AVE,"(39.30976006, -76.6439081)",-76.6439081,39.30976006,vacant
4368,1653 W NORTH AVE,"(39.30975443, -76.64410863)",-76.64410863,39.30975443,vacant
4369,1663 W NORTH AVE,"(39.30973601, -76.64438376)",-76.64438376,39.30973601,vacant
4370,1681 W NORTH AVE,"(39.3097152, -76.64483697)",-76.64483697,39.3097152,vacant
4371,1809 N MOUNT ST,"(39.30915877, -76.6446923)",-76.6446923,39.30915877,vacant
4372,1634 WESTWOOD AVE,"(39.30904354, -76.64445861)",-76.64445861,39.30904354,vacant
4373,2001 WESTWOOD AVE,"(39.30848512, -76.6502872)",-76.6502872,39.30848512,vacant
4374,2009 WESTWOOD AVE,"(39.3084778, -76.65049488)",-76.65049488,39.3084778,vacant
4375,2011 WESTWOOD AVE,"(39.308476, -76.65054435)",-76.65054435,39.308476,vacant
4376,2019 WESTWOOD AVE,"(39.30848696, -76.65074568)",-76.65074568,39.30848696,vacant
4377,1705 N PULASKI ST,"(39.30794755, -76.65092942)",-76.65092942,39.30794755,vacant
4378,1627 N PAYSON ST,"(39.30723714, -76.64948276)",-76.64948276,39.30723714,vacant
4379,1637 N PAYSON ST,"(39.30742858, -76.64949225)",-76.64949225,39.30742858,vacant
4380,1647 N PAYSON ST,"(39.30762139, -76.649503)",-76.649503,39.30762139,vacant
4381,1651 N PAYSON ST,"(39.3076988, -76.64950513)",-76.64950513,39.3076988,vacant
4382,1644 APPLETON ST,"(39.30752304, -76.64915547)",-76.64915547,39.30752304,vacant
4383,1634 APPLETON ST,"(39.30732939, -76.64914333)",-76.64914333,39.30732939,vacant
4384,1632 APPLETON ST,"(39.30729103, -76.64914326)",-76.64914326,39.30729103,vacant
4385,1608 APPLETON ST,"(39.30683215, -76.64911417)",-76.64911417,39.30683215,vacant
4386,1604 APPLETON ST,"(39.3067543, -76.64910941)",-76.64910941,39.3067543,vacant
4387,1619 APPLETON ST,"(39.30703977, -76.64859727)",-76.64859727,39.30703977,vacant
4388,1637 APPLETON ST,"(39.30738415, -76.64861625)",-76.64861625,39.30738415,vacant
4389,1653 APPLETON ST,"(39.30769193, -76.64863244)",-76.64863244,39.30769193,vacant
4390,1648 N MONROE ST,"(39.30762696, -76.64828557)",-76.64828557,39.30762696,vacant
4391,1646 N MONROE ST,"(39.30758766, -76.64828327)",-76.64828327,39.30758766,vacant
4392,1630 N MONROE ST,"(39.30728082, -76.64826563)",-76.64826563,39.30728082,vacant
4393,1624 N MONROE ST,"(39.30716665, -76.6482589)",-76.6482589,39.30716665,vacant
4394,1608 N MONROE ST,"(39.30685842, -76.64823978)",-76.64823978,39.30685842,vacant
4395,1600 MCKEAN AVE,"(39.30697748, -76.64741937)",-76.64741937,39.30697748,vacant
4396,1602 MCKEAN AVE,"(39.30701505, -76.64742169)",-76.64742169,39.30701505,vacant
4397,1606 MCKEAN AVE,"(39.30708799, -76.64742624)",-76.64742624,39.30708799,vacant
4398,1608 MCKEAN AVE,"(39.30712489, -76.64742848)",-76.64742848,39.30712489,vacant
4399,1614 MCKEAN AVE,"(39.30723404, -76.64743494)",-76.64743494,39.30723404,vacant
4400,1616 MCKEAN AVE,"(39.30727082, -76.64743698)",-76.64743698,39.30727082,vacant
4401,1618 MCKEAN AVE,"(39.30730674, -76.64743898)",-76.64743898,39.30730674,vacant
4402,1620 MCKEAN AVE,"(39.30734246, -76.64744098)",-76.64744098,39.30734246,vacant
4403,1624 MCKEAN AVE,"(39.30741679, -76.647445)",-76.647445,39.30741679,vacant
4404,1626 MCKEAN AVE,"(39.30745236, -76.64744694)",-76.64744694,39.30745236,vacant
4405,1628 MCKEAN AVE,"(39.30748894, -76.64744893)",-76.64744893,39.30748894,vacant
4406,1630 MCKEAN AVE,"(39.30752578, -76.64745066)",-76.64745066,39.30752578,vacant
4407,1805 PRESBURY ST,"(39.30768095, -76.64743835)",-76.64743835,39.30768095,vacant
4408,1809 PRESBURY ST,"(39.30767806, -76.6475303)",-76.6475303,39.30767806,vacant
4409,1700 APPLETON ST,"(39.30792981, -76.6491788)",-76.6491788,39.30792981,vacant
4410,1601 N MONROE ST,"(39.30672365, -76.64772096)",-76.64772096,39.30672365,vacant
4411,1603 N MONROE ST,"(39.30676301, -76.64772121)",-76.64772121,39.30676301,vacant
4412,1635 N MONROE ST,"(39.30737196, -76.64776146)",-76.64776146,39.30737196,vacant
4413,1639 N MONROE ST,"(39.30744904, -76.64776541)",-76.64776541,39.30744904,vacant
4414,1651 N MONROE ST,"(39.30768033, -76.64777723)",-76.64777723,39.30768033,vacant
4415,1606 N FULTON AVE,"(39.30687609, -76.64657854)",-76.64657854,39.30687609,vacant
4416,1608 N FULTON AVE,"(39.30691442, -76.64658083)",-76.64658083,39.30691442,vacant
4417,1610 N FULTON AVE,"(39.30695241, -76.64658307)",-76.64658307,39.30695241,vacant
4418,1622 N FULTON AVE,"(39.30718303, -76.64659666)",-76.64659666,39.30718303,vacant
4419,1624 N FULTON AVE,"(39.30722108, -76.6465989)",-76.6465989,39.30722108,vacant
4420,1632 N FULTON AVE,"(39.30737469, -76.64660774)",-76.64660774,39.30737469,vacant
4421,1634 N FULTON AVE,"(39.30741311, -76.64660995)",-76.64660995,39.30741311,vacant
4422,1640 N FULTON AVE,"(39.30752802, -76.64661659)",-76.64661659,39.30752802,vacant
4423,1646 N FULTON AVE,"(39.30764403, -76.64662325)",-76.64662325,39.30764403,vacant
4424,1648 N FULTON AVE,"(39.30768264, -76.64662547)",-76.64662547,39.30768264,vacant
4425,1650 N FULTON AVE,"(39.3077207, -76.64662762)",-76.64662762,39.3077207,vacant
4426,1601 MCKEAN AVE,"(39.3067485, -76.64689472)",-76.64689472,39.3067485,vacant
4427,1605 MCKEAN AVE,"(39.30682493, -76.64689922)",-76.64689922,39.30682493,vacant
4428,1607 MCKEAN AVE,"(39.30686325, -76.64690152)",-76.64690152,39.30686325,vacant
4429,1615 MCKEAN AVE,"(39.30701731, -76.6469106)",-76.6469106,39.30701731,vacant
4430,1619 MCKEAN AVE,"(39.3070933, -76.64691508)",-76.64691508,39.3070933,vacant
4431,1625 MCKEAN AVE,"(39.30720739, -76.64692179)",-76.64692179,39.30720739,vacant
4432,1627 MCKEAN AVE,"(39.30724582, -76.64692399)",-76.64692399,39.30724582,vacant
4433,1631 MCKEAN AVE,"(39.30732257, -76.64692843)",-76.64692843,39.30732257,vacant
4434,1633 MCKEAN AVE,"(39.30736085, -76.64693064)",-76.64693064,39.30736085,vacant
4435,1639 MCKEAN AVE,"(39.30747582, -76.64693723)",-76.64693723,39.30747582,vacant
4436,1641 MCKEAN AVE,"(39.30751499, -76.64693949)",-76.64693949,39.30751499,vacant
4437,1651 MCKEAN AVE,"(39.30770823, -76.6469506)",-76.6469506,39.30770823,vacant
4438,1653 MCKEAN AVE,"(39.30774726, -76.64695285)",-76.64695285,39.30774726,vacant
4439,1607 N FULTON AVE,"(39.30690435, -76.64595229)",-76.64595229,39.30690435,vacant
4440,1609 N FULTON AVE,"(39.30694637, -76.64595501)",-76.64595501,39.30694637,vacant
4441,1611 N FULTON AVE,"(39.30698593, -76.64594245)",-76.64594245,39.30698593,vacant
4442,1613 N FULTON AVE,"(39.30702201, -76.64594053)",-76.64594053,39.30702201,vacant
4443,1615 N FULTON AVE,"(39.30705925, -76.64594297)",-76.64594297,39.30705925,vacant
4444,1617 N FULTON AVE,"(39.30709639, -76.64594539)",-76.64594539,39.30709639,vacant
4445,1619 N FULTON AVE,"(39.30713478, -76.64594791)",-76.64594791,39.30713478,vacant
4446,1631 N FULTON AVE,"(39.30736118, -76.64596131)",-76.64596131,39.30736118,vacant
4447,1633 N FULTON AVE,"(39.30739875, -76.64596348)",-76.64596348,39.30739875,vacant
4448,1643 N FULTON AVE,"(39.30758794, -76.64597426)",-76.64597426,39.30758794,vacant
4449,1645 N FULTON AVE,"(39.3076262, -76.64597647)",-76.64597647,39.3076262,vacant
4450,1616 N GILMOR ST,"(39.30719955, -76.64369643)",-76.64369643,39.30719955,vacant
4451,1620 N GILMOR ST,"(39.30726355, -76.64369967)",-76.64369967,39.30726355,vacant
4452,1628 N GILMOR ST,"(39.30740495, -76.64370686)",-76.64370686,39.30740495,vacant
4453,1608 N CALHOUN ST,"(39.30714238, -76.6427709)",-76.6427709,39.30714238,vacant
4454,1613 N GILMOR ST,"(39.30720953, -76.64314676)",-76.64314676,39.30720953,vacant
4455,1504 BAKER ST,"(39.30695398, -76.64251683)",-76.64251683,39.30695398,vacant
4456,1514 BAKER ST,"(39.30694731, -76.64272637)",-76.64272637,39.30694731,vacant
4457,1518 BAKER ST,"(39.30695163, -76.64281095)",-76.64281095,39.30695163,vacant
4458,1528 BAKER ST,"(39.30693423, -76.64310696)",-76.64310696,39.30693423,vacant
4459,1530 BAKER ST,"(39.30693234, -76.6431611)",-76.6431611,39.30693234,vacant
4460,1541 N PULASKI ST,"(39.30628182, -76.6508145)",-76.6508145,39.30628182,vacant
4461,1520 N PAYSON ST,"(39.3057983, -76.64992626)",-76.64992626,39.3057983,vacant
4462,1509 N PAYSON ST,"(39.30550661, -76.64938634)",-76.64938634,39.30550661,vacant
4463,1513 N PAYSON ST,"(39.30561017, -76.6493924)",-76.6493924,39.30561017,vacant
4464,1525 N PAYSON ST,"(39.3059189, -76.64941069)",-76.64941069,39.3059189,vacant
4465,1502 APPLETON ST,"(39.30536478, -76.64902661)",-76.64902661,39.30536478,vacant
4466,1501 APPLETON ST,"(39.30532937, -76.64852608)",-76.64852608,39.30532937,vacant
4467,1518 N MONROE ST,"(39.30577194, -76.64819005)",-76.64819005,39.30577194,vacant
4468,1522 N MONROE ST,"(39.3058522, -76.64819643)",-76.64819643,39.3058522,vacant
4469,1532 N MONROE ST,"(39.30605328, -76.64820694)",-76.64820694,39.30605328,vacant
4470,1520 N FULTON AVE,"(39.30572736, -76.64649139)",-76.64649139,39.30572736,vacant
4471,1524 N FULTON AVE,"(39.30580362, -76.64649588)",-76.64649588,39.30580362,vacant
4472,1550 N FULTON AVE,"(39.30629533, -76.64652475)",-76.64652475,39.30629533,vacant
